Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0,1820,,,,0.11074113080134221,8.182534785260469,0.003092721656159949,0,0,0.02530630253265715,0,,
0.05,1820,,,,0.11074113080134221,8.182044449343126,0.002998050764135535,0,0,0.024530184613544073,0,,
0.1,1820,,,,0.11074113080134221,8.180150750858484,0.01178920022380775,0,0,0.09643743506280197,0,,
0.15,1820,,,,0.11100768191707851,8.176869575458639,0.025533167231581645,0,0,0.20878137830101745,0,,
0.2,1820,,,,0.11100768191707851,8.170544216732612,0.05496727224010892,0,0,0.449112528310989,0,,
0.25,1820,,,,0.11100768191707851,8.167210268139842,0.0757706262911581,0,0,0.6188346370685331,0,,
0.3,1820,,,,0.11247203865921644,8.162224731275105,0.0966462216630529,0,0,0.7888481806424661,0,,
0.35000000000000003,1820,,,,0.11247203865921644,8.156526805058277,0.12521196887226166,1,0,1.0212947804207249,0,,
0.4,1820,,,,0.11247203865921644,8.149742636170295,0.1553518303580389,1,0,1.2660774354760045,0.08883503923828369,,
0.45,1820,,,,0.11320882137292634,8.131936742309644,0.2412204874754578,1,0,1.9615897450995186,0.05771279221649012,,
0.5,1820,,,,0.11320882137292634,8.118784681614242,0.31489741936614773,1,0,2.5565843446297363,0.04428127771756425,,
0.55,1820,,,,0.11320882137292634,8.096460144871582,0.4200940195742229,1,0,3.4012744865815976,0.03328423560625513,,
0.6,1820,,,,0.11347882036082793,8.07179456423856,0.5206136349077184,1,0,4.2022863083166,0.0270040668424343,,
0.65,1820,,,,0.11347882036082793,8.033611461850587,0.7278711669985722,112,0,5.847434149950293,0.019406600818547497,,
0.7000000000000001,1820,,,,0.11347882036082793,8.0085252714537,0.8410362058674078,134,0,6.735459708896672,0.01684796959158364,,
0.75,1820,,,,0.11350072095343197,7.9983352250226085,0.847340428198021,750,0,6.777312794441972,0.01674715693313036,,
0.8,1820,,,,0.11350072095343197,8.007849135364692,0.8304446081751469,3290,0,6.65007513754362,0.017067584742411865,,
0.85,1820,,,,0.11350072095343197,7.995698300393072,0.8021113043461703,3433,0,6.413439992886744,0.017697323289734928,,
0.9,1820,,,,0.1130082119064846,7.992964841523954,0.8312070650982379,3461,0,6.643808847356529,0.017009551975814125,,
0.9500000000000001,1820,,,,0.1130082119064846,7.985671426525248,0.8714133880633379,2861,0,6.958820993748955,0.01623956299608782,,
1,1820,,,,0.1130082119064846,7.953782900757121,1.0246753727457827,890,0,8.150045458572336,0.01386596093002413,,
1.05,1820,,,,0.11328648584731807,7.69529947705757,2.2957795500726625,1453,0,17.666711171113622,0.0064124264414618295,,
1.1,1820,,,,0.11328648584731807,7.31957014534474,3.972598596747354,2227,0,29.07771408819034,0.003895990087244457,,
1.1500000000000001,1820,,,,0.11328648584731807,6.808924380701835,5.828720629098336,3178,0,39.687317999767394,0.0028544757256709066,,
1.2,1820,,,,0.11291559300614248,6.5841582208524105,6.692682066902905,3589,0,44.06567765035027,0.002562438592278064,,
1.25,1820,,,,0.11291559300614248,6.436379471584797,7.248612457228664,3943,0,46.6548204171804,0.0024202342222404503,,
1.3,1820,,,,0.11291559300614248,6.327993011415439,7.751907084970867,4216,0,49.05401385883747,0.0023018624598402735,,
1.35,1820,,,,0.11151692905560609,6.276307391704414,8.092904298367932,4451,0,50.79355506820308,0.002195493678398109,,
1.4000000000000001,1820,,,,0.11151692905560609,6.202619165206682,8.424445904471801,4707,0,52.25362962332374,0.0021341470412579683,,
1.45,1820,,,,0.11151692905560609,6.18646545521814,8.60283721717406,4865,0,53.22115526091227,0.0020953496501326147,,
1.5,1820,,,,0.11083410835339369,6.190507207720518,8.718612337943043,4997,0,53.97263251935745,0.0020535242247752637,,
1.55,1820,,,,0.11083410835339369,6.2003539041021964,8.79770752512226,5102,0,54.54890020054108,0.0020318303017279587,,
1.6,1820,,,,0.11083410835339369,6.22044690331445,8.84646529671025,5180,0,55.02896766020002,0.002014104808176422,,
1.6500000000000001,1820,,,,0.11156662728044633,6.234544949569513,8.86606880564766,5271,0,55.27590449478643,0.0020183591440094697,,
1.7,1820,,,,0.11156662728044633,6.243015544527516,8.871285528307654,5312,0,55.38357345316668,0.0020144353338772737,,
1.75,1820,,,,0.11156662728044633,6.255192320215184,8.870082596928922,5353,0,55.484072539984155,0.0020107865586118743,,
1.8,1820,,,,0.11183960247666214,6.2571313627982885,8.867500710947523,5381,0,55.485116808105865,0.002015668505546399,,
1.85,1820,,,,0.11183960247666214,6.261064086386173,8.870873813418473,5395,0,55.54110944805796,0.0020136364503351256,,
1.9000000000000001,1820,,,,0.11183960247666214,6.268867293514765,8.914022877032698,5430,0,55.880826467472666,0.0020013949246395304,,
1.95,1820,,,,0.11078165333780303,6.26366697499127,8.930550533071287,5445,0,55.9379944424893,0.001980436632416261,,
2,1820,,,,0.11078165333780303,6.256283365199179,8.955324446045353,5466,0,56.027047361755095,0.0019772888016480455,,
2.05,1820,,,,0.11078165333780303,6.251415138938512,8.958890021774627,5481,0,56.00574071020708,0.001978041035311457,,
2.1,1820,,,,0.11039766991292113,6.256344781821975,8.951039608090007,5472,0,56.00078994395572,0.0019713591544584376,,
2.15,1820,,,,0.11039766991292113,6.251682037957461,8.98584948615787,5498,0,56.176673828402436,0.001965187014278247,,
2.2,1820,,,,0.11039766991292113,6.249429319588504,8.99457087575628,5497,0,56.21093494806814,0.0019639892133961967,,
