Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0,1423,,,,0.11207837539023577,8.177487935387177,0.06428274617428527,0,0,0.525671381293774,0,,
0.05,1423,,,,0.11242170835947314,8.177135449636836,0.06712086176439834,0,0,0.5488563781438354,0,,
0.1,1423,,,,0.11242170835947314,8.174309836383594,0.08035231072329209,0,0,0.6568246839215575,0,,
0.15,1423,,,,0.11242170835947314,8.169997880760333,0.09730533158534238,0,0,0.7949843528389287,0,,
0.2,1423,,,,0.11264045295113374,8.165110449334566,0.11637393747363481,0,0,0.950206052896183,0,,
0.25,1423,,,,0.11264045295113374,8.160640298263205,0.13700072994602472,0,0,1.118013677689004,0,,
0.3,1423,,,,0.11264045295113374,8.151062556342533,0.17986007948097815,0,0,1.4660507592381928,0,,
0.35000000000000003,1423,,,,0.11300419542988135,8.144207728549054,0.21143533721749702,0,0,1.7219733074551147,0,,
0.4,1423,,,,0.11300419542988135,8.137642666939717,0.24215105239905552,0,0,1.9705387358469093,0,,
0.45,1423,,,,0.11300419542988135,8.13093177824501,0.27417102418137934,0,0,2.2292658931903584,0,,
0.5,1423,,,,0.11317885678951231,8.122913739490722,0.31114690310435994,0,0,2.5274194542263935,0,,
0.55,1423,,,,0.11317885678951231,8.11105809381176,0.3645837267666717,0,0,2.9571597878628677,0.038272824232912485,,
0.6,1423,,,,0.11317885678951231,8.087334064157595,0.4842224450045388,1179,0,3.9160686741148845,0.02890114198906207,,
0.65,1423,,,,0.11296941292675763,7.9919485310146605,0.9124485314969892,2550,0,7.292241700923848,0.015491726352466572,,
0.7000000000000001,1423,,,,0.11296941292675763,7.922063225068125,1.2201909584135195,4148,0,9.666429919208372,0.011686777214644018,,
0.75,1423,,,,0.11296941292675763,7.880059491587385,1.4175230737873001,5028,0,11.17016615214174,0.010113494408952652,,
0.8,1423,,,,0.11184198900754663,7.8677462233854065,1.480930424161004,5280,0,11.651584751789287,0.009598864994770048,,
0.85,1423,,,,0.11184198900754663,7.861282951856685,1.5104578500138284,5416,0,11.874136545811812,0.009418957629133463,,
