Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1135,,,,0,0.00390625,-1.03125,0.0002827656288910338,-0.0014699772525277965,16.837960121071553,0.09700731743291653,0,0,1.6334053423875778,0,0,0,0,0.080078125,,
0.05,1135,,,,0,0.001953125,-1.04296875,0.00031056146050352095,-0.0014699772525277965,16.838161884065315,0.09619671452681988,0,0,1.6197758519178107,0,0,0,0,0.080078125,,
0.1,1135,,,,0,0.001953125,-1.025390625,0.00031056146050352095,-0.0014668969802882224,16.838548390043744,0.09633262656569647,0,0,1.6221015939664936,0,0,0,0,0.080078125,,
0.15,1135,,,,-0.037109375,0.029296875,-1.015625,0.0003622163480932167,-0.0014668969802882224,16.793523262489188,0.12177536146223966,0,0,2.045037365514151,0,0,0,0,0.080078125,,
0.2,1135,,,,-0.048828125,-0.078125,-1.02734375,0.0003622163480932167,-0.0014668969802882224,16.59724297833979,0.2512300974839331,0,0,4.169726971412829,8.987259696457277e-7,0.000021553592736581797,1632.1960528930351,0.000351796889903128,0.083984375,,
0.25,1135,,,,-0.037109375,0.09375,-0.984375,0.0003622163480932167,-0.001235744267075705,16.171792169643123,0.49874487115704946,2705,0,8.065598402027241,0.10262186046907121,1.2723403193900382,0.01204172543186489,0.0001532117278198612,0.09375,,
0.3,1135,,,,0.037109375,0.2109375,-0.99609375,0.0004245457031285227,-0.001235744267075705,15.877203199552689,0.6700457196757655,4063,0,10.638452044282648,0.1806155666548469,1.6977617223166777,0.006841848075239219,0.00011615827772047183,0.1015625,,
0.35000000000000003,1135,,,,-0.0859375,-0.203125,-0.931640625,0.0004245457031285227,-0.001235744267075705,15.155488945934334,1.0784136433348972,2610,0,16.343886050706807,0.11601803745111493,0.7098558879520431,0.01065131159106527,0.00007560896247329528,0.1171875,,
0.4,1135,,,,-0.1875,0.10546875,-0.939453125,0.0004245457031285227,-0.0011573178385495399,14.376596036608015,1.5331433256540599,2902,0,22.04138225915019,0.1289988316157065,0.5852574493696026,0.008971537370177456,0.0000525065907819413,0.1328125,,
0.45,1135,,,,-0.28125,0.3125,-0.955078125,0.0004245457031285227,-0.0011573178385495399,13.767146191943025,1.8940723700961783,3573,0,26.075971217234102,0.15886561650250747,0.6092414168547255,0.007284885578316899,0.000044382540113583446,0.177734375,,
0.5,1135,,,,0.109375,-0.072265625,-0.859375,0.0017889053408195572,-0.0011573178385495399,13.228530834730055,2.2012355365394267,4255,0,29.119112169615363,0.7970755766353498,2.7372935410684205,0.0014519549619558794,0.00003974426939284073,0.25390625,,
0.55,1135,,,,-0.07421875,0.01953125,-1.0390625,0.0017889053408195572,-0.027330436470708746,13.12779419075746,2.2596664886396693,4419,0,29.664436602613158,0.8278205470306296,2.790616110867605,0.033014928861988625,0.0009213199238141335,0.2734375,,
0.6,1135,,,,-0.125,0.072265625,-1.037109375,0.0022147128134067237,-0.027330436470708746,12.96937647286038,2.3536164824808816,4704,0,30.524938234023953,1.0909545941720304,3.5739780562635897,0.025051855152093586,0.0008953478058227641,0.330078125,,
0.65,1135,,,,-0.048828125,0.017578125,-1.0078125,0.0022147128134067237,-0.07767104981444918,12.835423044282178,2.4354678285901943,4980,0,31.260259890694456,1.154998292801587,3.6947814792333395,0.06724776157551604,0.002484657839891161,0.35546875,,
0.7000000000000001,1135,,,,0.037109375,-0.00390625,-1.076171875,0.0022147128134067237,-0.07767104981444918,12.809639042805362,2.4499501037016156,5056,0,31.38297650130126,1.1727215554781059,3.736807932891516,0.06623145063858192,0.002474942101531658,0.369140625,,
0.75,1135,,,,-0.125,0.16796875,-0.95703125,0.0005247015033737025,-0.07767104981444918,12.765803719882456,2.482813061990057,5222,0,31.69510422252542,0.28690855225376466,0.9052140994376708,0.27071709506153285,0.0024505693140850784,0.423828125,,
0.8,1135,,,,0.1484375,0.03515625,-1.001953125,0.0005247015033737025,-0.12999287827918712,12.765935262949252,2.486384836764218,5295,0,31.741027864910652,0.29096131777548917,0.9166726390015354,0.4467703104764321,0.004095421195319663,0.458984375,,
0.85,1135,,,,0.048828125,-0.072265625,-1.06640625,0.0005247015033737025,-0.12999287827918712,12.772560009709427,2.482977014730197,5326,0,31.71397292337061,0.2926547476553909,0.922794341669278,0.44418509974851783,0.0040989149670173615,0.46484375,,
0.9,1135,,,,-0.25,0.13671875,-1.04296875,0.0005247015033737025,-0.12999287827918712,12.781005322622276,2.4790480764816536,5379,0,31.68472666054853,0.2955820728692622,0.9328850333346856,0.43978607030299766,0.004102698428547424,0.494140625,,
0.9500000000000001,1135,,,,-0.01171875,0.0859375,-0.916015625,-0.0005482445777585166,-0.12999287827918712,12.798431387062202,2.4698147685551617,5421,0,31.60975485410615,0.31120322006707063,0.9845163985086867,0.4177105823364264,0.004112429181408247,0.52734375,,
1,1135,,,,0.01171875,0,-0.9921875,-0.0005482445777585166,-0.16473116979578772,12.802000759655298,2.4677957836053537,5445,0,31.59272349638988,0.31261126363780245,0.9895040029503146,0.52695212539318,0.005214212374397277,0.55859375,,
1.05,1135.008,,,,0.07421875,-0.14453125,-1.0078125,-0.0011437099242802924,-0.16473116979578772,12.811314823980917,2.4658447646158135,5466,0,31.590713586558305,0.6546271996218221,2.0722140315955473,0.25164119347768144,0.005214544120519014,0.595703125,,
1.1,1135.016,,,,-0.125,0.00390625,-0.982421875,-0.0011437099242802924,-0.16473116979578772,12.809705345537484,2.4671776133390884,5490,0,31.60381826198013,0.6575273937371627,2.0805314987150716,0.25053126510746815,0.005212381884690237,0.625,,
1.1500000000000001,1135.024,,,,0.03125,0.03515625,-0.953125,-0.0011437099242802924,-0.18541063566186677,12.808592466315485,2.46759947153938,5502,0,31.606476001043372,0.6589811594602151,2.0849561318967074,0.2813595396471432,0.00586622297454946,0.638671875,,
1.2,1135.032,,,,0.099609375,-0.05859375,-1.06640625,-0.0014456203966075835,-0.18541063566186677,12.805805080680361,2.466903211307004,5513,0,31.590681676901934,0.8345810018398186,2.6418581605031863,0.22216014413595853,0.005869155897241462,0.66796875,,
1.25,1135.04,,,,0.1875,-0.162109375,-0.990234375,-0.0014456203966075835,-0.18541063566186677,12.814314470731698,2.471536667606855,5525,0,31.671048084658523,0.836415343079484,2.640946206907008,0.221672925055665,0.0058542627059974,0.70703125,,
1.3,1135.048,,,,-0.09375,-0.029296875,-1.04296875,-0.0014456203966075835,-0.19700573012271697,12.816430453982479,2.4695614784553976,5535,0,31.650962940457752,0.837946984154098,2.647461265966713,0.2351052439452276,0.006224320267706451,0.736328125,,
1.35,1135.056,,,,0.1484375,-0.123046875,-1.05859375,-0.0015732924198580004,-0.19700573012271697,12.821123426259799,2.4670354570835498,5541,0,31.63016609222745,0.9128567015561113,2.8860319572600335,0.2158123282513991,0.006228412761042301,0.748046875,,
1.4000000000000001,1135.064,,,,-0.01171875,0.0625,-0.943359375,-0.0015732924198580004,-0.19700573012271697,12.822908475916059,2.462403046144458,5546,0,31.575168891527294,0.913702608077113,2.893737833092924,0.2156125290452169,0.006239261325869911,0.775390625,,
