Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0,1820,,,,0.1136045306538546,8.181291544293618,-0.0007774094974315337,0,0,0,0,,
0.05,1820,,,,0.11287509526709658,8.181644903676116,-0.003840899297783424,0,0,0.03142487416524292,0,,
0.1,1820,,,,0.11287509526709658,8.179482969877778,0.0077163735465982305,0,0,0.06311594601361561,0,,
0.15,1820,,,,0.11287509526709658,8.176265181382789,0.0236745342428188,0,0,0.1935692700150139,0,,
0.2,1820,,,,0.11193005416296717,8.17187479543992,0.04452093980291893,0,0,0.36381954584477105,0,,
0.25,1820,,,,0.11193005416296717,8.163952925535018,0.07674195043579493,0,0,0.6265176707715714,0,,
0.3,1820,,,,0.11157625597658186,8.158853268731656,0.09758333939721109,0,0,0.7961681476146862,0,,
0.35000000000000003,1820,,,,0.11157625597658186,8.153045494703107,0.12375296863589719,0,0,1.0089635833930366,0,,
0.4,1820,,,,0.11157625597658186,8.14421926152566,0.1603655263266402,0,0,1.3060520083941234,0,,
0.45,1820,,,,0.11157625597658186,8.131915106230494,0.2181294164345551,0,0,1.7738098966174007,0,,
0.5,1820,,,,0.11160527604423605,8.117943839435826,0.28203644972318276,0,0,2.2895560595266637,0,,
0.55,1820,,,,0.11160527604423605,8.090139047822698,0.41359246383257764,0,0,3.346020541537133,0,,
0.6,1820,,,,0.1119573104608322,8.08038938297108,0.466390124632521,0,0,3.768613811403181,0,,
0.65,1820,,,,0.1119573104608322,8.074788535058564,0.5001136624759089,0,0,4.0383120679866185,0,,
0.7000000000000001,1820,,,,0.1119573104608322,8.068091870983856,0.5308310073952064,0,0,4.282793335631436,0,,
0.75,1820,,,,0.1119573104608322,8.06008912480175,0.5588003198297429,0,0,4.503980380795451,0,,
0.8,1820,,,,0.11275499956817274,8.051469109203417,0.5951340889333403,0,0,4.791703732880708,0,,
0.85,1820,,,,0.11275499956817274,8.037393549935693,0.6560156690292812,0,0,5.272656106912693,0,,
0.9,1820,,,,0.11275499956817274,7.9635238957613925,1.0199663629416826,2,0,8.122526504158927,0.013881764437510853,,
0.9500000000000001,1820,,,,0.11306305638978893,7.625493987222011,2.572086774493677,1370,0,19.61343223351479,0.005764572719536078,,
1,1820,,,,0.11306305638978893,7.262205914032218,4.1379659919945375,2298,0,30.050761099126923,0.00376240242358034,,
1.05,1820,,,,0.11138701534198284,6.802727015448146,5.864334126313542,3171,0,39.89346418868763,0.002792111881162936,,
1.1,1820,,,,0.11138701534198284,6.5786363170371205,6.642270610367146,3596,0,43.697082664949626,0.002549072124472254,,
1.1500000000000001,1820,,,,0.11138701534198284,6.428781176230933,7.243966337915813,3945,0,46.569874434443705,0.0023918255459069804,,
1.2,1820,,,,0.11138701534198284,6.322486676949849,7.699305330794946,4223,0,48.678755375719994,0.0022882059017790848,,
