Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1135,,,,0,0.001953125,-1.056640625,-0.00018970851837713242,0.00025511859756277333,16.841841879046203,0.09217749151448817,0,0,1.552438736894133,0,0,0,0,0.078125,,
0.05,1135,,,,0,0,-1.0546875,-0.00020534943876819012,0.00025511859756277333,16.841688093381265,0.09133160964194123,0,0,1.5381784826560272,0,0,0,0,0.078125,,
0.1,1135,,,,0,0.001953125,-1.04296875,-0.00020534943876819012,0.00025511859756277333,16.841754712020872,0.0916495093347967,0,0,1.5435385556937131,0,0,0,0,0.080078125,,
0.15,1135,,,,0,0.00390625,-1.044921875,-0.00020534943876819012,0.0002590939274416188,16.842631429281433,0.09236771094803603,0,0,1.5557153114641744,0,0,0,0,0.080078125,,
0.2,1135,,,,-0.015625,0.0234375,-1.013671875,-0.00021088591414207775,0.0002590939274416188,16.7170584344214,0.1768044185231275,0,0,2.95564979591502,0,0,0,0,0.080078125,,
0.25,1135,,,,-0.046875,0.060546875,-0.99609375,-0.00021088591414207775,0.0002590939274416188,16.527412612097216,0.2991200558022722,1,0,4.943680582797696,0.000012013224717935835,0.00024300163646773045,0,0.00005240911565831666,0.083984375,,
0.3,1135,,,,0.0234375,-0.03125,-1.015625,-0.00021088591414207775,-0.000023074126540033083,16.266835265079347,0.4570874313996447,927,0,7.435365948316277,0.020465815429868826,0.27524960536075926,0.0011274472116247838,0.000003103294000648101,0.09765625,,
0.35000000000000003,1135,,,,0.07421875,-0.140625,-1.0234375,-0.0002035758962409439,-0.000023074126540033083,15.808060635258377,0.7301696068680827,3639,0,11.542565419393423,0.07757354051726416,0.6720649846777368,0.00029744841328852186,0.000001999046633191676,0.115234375,,
0.4,1135,,,,0.099609375,-0.1484375,-1.150390625,-0.0002035758962409439,-0.000023074126540033083,15.115706119574089,1.1163529469502433,4160,0,16.87446307182036,0.08868908638293453,0.5255816792834229,0.0002601687251620283,0.0000013673991546768618,0.123046875,,
0.45,1135,,,,0.0625,0.02734375,-1.03125,-0.0002035758962409439,-0.0003017329674068075,14.308092117301426,1.583877717209114,3089,0,22.6622682803691,0.06584880970846262,0.2905658378667386,0.0045822083761679604,0.000013314332161012313,0.140625,,
0.5,1135,,,,-0.1484375,0.2265625,-1.083984375,0.001556531889535588,-0.0003017329674068075,13.747614382830726,1.9080815656395969,3525,0,26.231569575401092,0.574619020764637,2.190562860193816,0.0005251009042570431,0.000011502665387196675,0.185546875,,
0.55,1135,,,,0,-0.177734375,-0.984375,0.001556531889535588,-0.0003017329674068075,13.344077514964944,2.138640070869592,3996,0,28.53817888229396,0.6512667454390997,2.282089365706399,0.00046330166482455955,0.000010572958024101977,0.234375,,
0.6,1135,,,,0.25,-0.26953125,-0.986328125,0.001556531889535588,-0.011534648737851731,13.094892481246735,2.2824575795688817,4384,0,29.88853659746117,0.7146591191125782,2.391080997834078,0.016140070740543803,0.00038592216451412083,0.271484375,,
0.65,1135,,,,-0.125,0.04296875,-1.025390625,0.002292983630709674,-0.011534648737851731,12.935784163434663,2.3734854340100395,4673,0,30.702895289409916,1.1221000081184593,3.6547042145093576,0.010279519342659185,0.00037568602664746984,0.330078125,,
0.7000000000000001,1135,,,,-0.0625,0.072265625,-1.017578125,0.002292983630709674,-0.011534648737851731,12.845738134020143,2.4219322039027675,4876,0,31.11150686968523,1.1709221649600843,3.7636305109381256,0.00985090989224287,0.0003707518503094747,0.376953125,,
0.75,1135,,,,-0.048828125,0.013671875,-0.9921875,0.002292983630709674,-0.07244143562517577,12.778703205103684,2.4614044140286677,5042,0,31.45355647460449,1.2106374529343682,3.8489684112886677,0.059837431470165334,0.0023031238354131677,0.4375,,
0.8,1135,,,,-0.048828125,-0.044921875,-1.0234375,-0.001907475480074782,-0.07244143562517577,12.744220900018478,2.4770249560184925,5160,0,31.567753214358223,1.0308064303105369,3.2653778788465906,0.07027646849598361,0.002294792256302442,0.505859375,,
0.85,1135,,,,0.099609375,0.04296875,-0.978515625,-0.001907475480074782,-0.07244143562517577,12.72141263290308,2.4891906427325403,5253,0,31.666021288161875,1.0493767239860314,3.3138887719321204,0.06903282107307353,0.002287670906488574,0.5546875,,
0.9,1135,,,,-0.111328125,0.19140625,-1.005859375,-0.001907475480074782,-0.12332759188310857,12.722681654965433,2.489319348944499,5322,0,31.670817614166673,1.0631463015719156,3.356864083914145,0.11600246523057314,0.003894045091780103,0.62890625,,
