Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1136,,,,0,0,-1.037109375,-0.0013418178914418536,0.0051727473937154605,16.847553058950286,0.06892461189484406,0,0,1.1612110559659412,0,0,0,0,0.083984375,,
0.05,1136,,,,-0.01171875,0.01171875,-1.0390625,-0.0013308907583660294,0.0051727473937154605,16.8476319986621,0.06971843949397694,0,0,1.1745906121155132,0,0,0,0,0.083984375,,
0.1,1136,,,,-0.01171875,0.01171875,-1.037109375,-0.0013308907583660294,0.0051727473937154605,16.84746572391502,0.0692709739415818,0,0,1.1670403591430099,0,0,0,0,0.083984375,,
0.15,1136,,,,-0.009765625,0.009765625,-1.05078125,-0.0013308907583660294,0.005280445006856008,16.847712436249985,0.06928840419901419,0,0,1.167351109111647,0,0,0,0,0.083984375,,
0.2,1136,,,,-0.01171875,0.03515625,-0.998046875,-0.001331121156141504,0.005280445006856008,16.728747596505517,0.1462102867563113,0,0,2.445914983159025,0.000003958039677380872,0.0001618224551807136,0,0.0021588832985666743,0.0859375,,
0.25,1136,,,,0,0.044921875,-0.978515625,-0.001331121156141504,0.005280445006856008,16.501747109534243,0.2974321568924713,547,0,4.908150235282874,0.07626127744589428,1.5537681975926532,0.0692414969130614,0.0010758523585722467,0.08984375,,
0.3,1136,,,,0.07421875,-0.265625,-1.01171875,-0.001331121156141504,0.005627154914002565,16.05043725995818,0.5641410472227604,3319,0,9.05471048421602,0.4625988430261544,5.108930250531444,0.012164221763270639,0.000621461605405463,0.107421875,,
0.35000000000000003,1136,,,,-0.109375,0.0390625,-1.046875,-0.00128780845403002,0.005627154914002565,15.388004584082225,0.9595268972451616,4197,0,14.76520429335874,0.5660084109709617,3.8333936986266233,0.009941822073543813,0.0003811091808958993,0.119140625,,
0.4,1136,,,,-0.111328125,-0.115234375,-1.005859375,-0.00128780845403002,0.005228101605353785,14.210253958817027,1.6586873959017536,3082,0,23.5703691340528,0.41569730846786157,1.763643607376906,0.01257670304535537,0.0002218082192781866,0.15234375,,
0.45,1136,,,,0.0625,-0.400390625,-0.921875,-0.00128780845403002,0.005228101605353785,13.678534182645489,1.9764975989438773,3710,0,27.03558996907056,0.5003121435473435,1.8505686175878315,0.010449679610583068,0.0001933784915119246,0.21875,,
0.5,1136,,,,0.103515625,-0.291015625,-0.994140625,-0.0017839835206700625,0.005228101605353785,13.500889897517142,2.0785139289568457,3972,0,28.06178770530214,0.742119805869904,2.6445920468911677,0.007044821555766817,0.0001863067905814839,0.296875,,
0.55,1136,,,,0.03125,-0.162109375,-0.900390625,-0.0017839835206700625,0.005228101605353785,13.21192340917185,2.24384425966159,4380,0,29.645498500758844,0.8183489105263416,2.7604491471290125,0.0063885972573620225,0.00017635397850435743,0.4140625,,
0.6,1136,,,,-0.048828125,-0.0859375,-1.03515625,-0.0017839835206700625,-0.03856552838059534,12.981498320522054,2.376371691768246,4774,0,30.848865125625636,0.8919609596102525,2.891389864677114,0.04323678964317763,0.001250144153554602,0.56640625,,
0.65,1136,,,,-0.037109375,0.130859375,-0.921875,-0.0019899829673922778,-0.03856552838059534,12.941239408485766,2.3976932322318936,4880,0,31.029122146418995,1.01699843616713,3.277561096856553,0.03792093184129303,0.0012428817095957098,0.619140625,,
0.7000000000000001,1136,,,,0.361328125,-0.173828125,-0.8125,-0.0019899829673922778,-0.09223230997342162,12.84629524390667,2.4551095537230516,5103,0,31.539062183262267,1.0634242320129859,3.3717687159935386,0.08673143529824637,0.0029243834023184485,0.783203125,,
